ts_ms,sim.motors.lf.name,sim.motors.lf.target,sim.motors.lf.power,sim.motors.rf.name,sim.motors.rf.target,sim.motors.rf.power,sim.motors.lr.name,sim.motors.lr.target,sim.motors.lr.power,sim.motors.rr.name,sim.motors.rr.target,sim.motors.rr.power,sim.pose.x_in,sim.pose.y_in,sim.pose.heading_deg,sim.manual_mode
1762245116803,,,,,,,,,,,,,,,-37.81287956256418,
1762245116904,,,,,,,,,,,,,,,14.68880605343475,
1762245117007,,,,,,,,,,,,,,,67.73459073743625,
1762245117109,,,,,,,,,,,,,,,124.56473293343664,
1762245117210,,,,,,,,,,,,,,,177.98984122943648,
1762245117310,,,,,,,,,,,,,,,-128.12020511856403,
1762245117414,,,,,,,,,,,,,,,-83.1808411065655,
1762245117516,,,,,,,,,,,,,,,-37.33220824656503,
1762245117619,,,,,,,,,,,,,,,15.279548197436888,
1762245117723,,,,,,,,,,,,,,,66.26702866943764,
1762245117823,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,83.65232077988351,
1762245233541,,,,,,,,,,,,,0.0,0.0,0.0,True
1762245240389,,,,,,,,,,,,,,,,False
1762245252839,,1.0,1.0,,,,,1.0,1.0,,,,23.737529147545757,,-53.40944058197795,
1762245252942,,,,,,,,,,,,,50.87846876754567,,-114.47655472697777,
1762245253048,,,,,,,,,,,,,75.77814784754675,,-170.5008326569802,
1762245253150,,,,,,,,,,,,,101.59775534754682,,131.40505046801962,
1762245253250,,0.0,0.0,,,,,0.0,0.0,,,,104.06837950526301,,125.84614611315826,True
1762245273441,,1.0,1.0,,,,,1.0,1.0,,,,120.80969751740982,,88.17818058582796,False
1762245273544,,,,,,,,,,,,,149.27958133740842,,24.120941990831014,
1762245273646,,,,,,,,,,,,,179.22258611741043,,-43.25081876417368,
1762245273747,,,,,,,,,,,,,208.3892731374104,,-108.87586455917355,
1762245273849,,0.0,0.0,,,,,0.0,0.0,,,,219.7100843522925,,-134.34768979265823,True
1762245276399,,1.0,1.0,,,,,1.0,1.0,,,,225.69451915229254,,-147.81266809265824,False
1762245276505,,,,,,,,,,,,,251.57780323229383,,153.94994272733888,
1762245276606,,,,,,,,,,,,,280.86025883229127,,88.06441762734491,
1762245276707,,,,,,,,,,,,,308.76552839229436,,25.277561117337655,
1762245276809,,0.0,0.0,,,,,0.0,0.0,,,,326.71507589229526,,-15.108920757664407,True
1762245278756,,1.0,1.0,,,,,1.0,1.0,,,,337.87263373229547,,-40.21342589766491,False
1762245278858,,,,,,,,,,,,,368.847525752292,,-109.90693294265733,
1762245278959,,,,,,,,,,,,,395.9333228522908,,-170.8499764176545,
1762245279060,,,,,,,,,,,,,423.68897301228884,,126.69981072234995,
1762245279162,,0.0,0.0,,,,,0.0,0.0,,,,441.6875033922865,,86.20311736735519,True
1762245280591,,1.0,1.0,,,,,1.0,1.0,,,,466.2619312970404,,30.910654581658815,False
1762245280696,,,,,,,,,,,,,493.1086549370435,,-29.494473608348343,
1762245280799,,,,,,,,,,,,,520.7205720770457,,-91.62128717335327,
1762245280901,,,,,,,,,,,,,549.8907416170468,,-157.25416863835568,
1762245281004,,0.0,0.0,,,,,0.0,0.0,,,,552.4333390342416,,-162.975012827044,True
1762245284160,,1.0,1.0,,,,,1.0,1.0,,,,563.3802318142425,,172.39447841795425,False
1762245284263,,,,,,,,,,,,,593.271220414241,,105.13975406795653,
1762245284364,,,,,,,,,,,,,622.2735939142423,,39.88441369295401,
1762245284467,,,,,,,,,,,,,651.0873116342424,,-24.946451177046285,
1762245284568,,0.0,0.0,,,,,0.0,0.0,,,,667.958780318903,,-62.907255717533396,True
1762245285887,,1.0,1.0,,,,,1.0,1.0,,,,677.2763820589033,,-83.87185963253427,False
1762245285988,,,,,,,,,,,,,704.7189804789045,,-145.6177060775369,
1762245286091,,,,,,,,,,,,,732.1455374989062,,152.67254062745943,
1762245286193,,,,,,,,,,,,,755.2148273589078,,100.76663844245584,
1762245286293,,0.0,0.0,,,,,0.0,0.0,,,,767.903652718907,,72.21678138245736,True
1762245287314,,1.0,1.0,,,,,1.0,1.0,,,,777.5363828789078,,50.54313852245558,False
1762245287414,,,,,,,,,,,,,807.8837718789041,,-17.738486727536163,
1762245287514,,,,,,,,,,,,,836.3740312989023,,-81.84157042253207,
1762245287616,,,,,,,,,,,,,867.2321925789041,,-151.2724333025362,
1762245287717,,0.0,0.0,,,,,0.0,0.0,,,,886.3374580789035,,165.74071932246557,True
1762245289256,,,,,,,,,,,,,,,,False
1762245292109,,1.0,1.0,,,,,1.0,1.0,,,,913.1673961644468,,105.37335862999335,
1762245292211,,,,,,,,,,,,,943.599146864445,,36.90191955499768,
1762245292313,,,,,,,,,,,,,970.5100314444483,,-23.64757075000981,
1762245292415,,,,,,,,,,,,,996.3087848244467,,-81.69476585500584,
1762245292518,,0.0,0.0,,,,,0.0,0.0,,,,997.8958875382259,,-85.26574696100894,True
1762245294254,,0.35686272382736206,0.35686272382736206,,0.35686272382736206,0.35686272382736206,,0.35686272382736206,0.35686272382736206,,0.35686272382736206,0.35686272382736206,1009.9721117225714,,,
1762245294355,,0.0,0.0,,-0.0,0.0,,0.0,0.0,,0.0,0.0,1026.9741603799039,,,
1762245295272,,-0.2078431248664856,-0.2078431248664856,,0.2078431248664856,0.2078431248664856,,0.2078431248664856,0.2078431248664856,,-0.2078431248664856,-0.2078431248664856,,6.179335852081837,,
1762245295375,,-0.2862744927406311,-0.2862744927406311,,0.2862744927406311,0.2862744927406311,,0.2862744927406311,0.2862744927406311,,-0.2862744927406311,-0.2862744927406311,,19.49968540329726,,
1762245295479,,,,,,,,,,,,,,33.0253551053397,,
1762245295586,,,,,,,,,,,,,,49.074125534954575,,
1762245295687,,-0.1921568512916565,-0.1921568512916565,,0.1921568512916565,0.1921568512916565,,0.1921568512916565,0.1921568512916565,,-0.1921568512916565,-0.1921568512916565,,60.85229998512903,,
1762245295787,,0.0,0.0,,-0.0,0.0,,0.0,0.0,,0.0,0.0,,61.54247279839284,,
